-3172 1 1.52941e+18 1.52941e+18
-3171 4 1.52941e+18 6144
-3170 4 1.52941e+18 4096
-3169 2 1.52941e+18 3328
-3168 2 1.52941e+18 3840
-3167 4 1.52941e+18 26624
-3166 2 1.52941e+18 3840
-3165 3 1.52941e+18 10752
-3164 3 1.52941e+18 4096
-3163 3 1.52941e+18 3328
-3162 3 1.52941e+18 3328
-3161 1 1.52941e+18 33024
-3160 4 1.52941e+18 23808
-3159 -1 1.52941e+18 6656
-3158 2 1.52941e+18 9984
-3157 1 1.52941e+18 401664
-3156 4 1.52941e+18 5632
-3155 4 1.52941e+18 4352
-3154 4 1.52941e+18 3840
-3153 4 1.52941e+18 3072
-3152 2 1.52941e+18 3328
-3151 2 1.52941e+18 3328
-3150 4 1.52941e+18 3072
-3149 2 1.52941e+18 4608
-3148 3 1.52941e+18 13312
-3147 3 1.52941e+18 3840
-3146 3 1.52941e+18 3328
-3145 1 1.52941e+18 20992
-3144 4 1.52941e+18 14080
-3143 -1 1.52941e+18 5888
-3142 2 1.52941e+18 7168
-3141 1 1.52941e+18 481024
-3140 4 1.52941e+18 5120
-3139 2 1.52941e+18 4096
-3138 3 1.52941e+18 12800
-3137 3 1.52941e+18 3840
-3136 1 1.52941e+18 20736
-3135 4 1.52941e+18 13312
-3134 -1 1.52941e+18 5632
-3133 2 1.52941e+18 6912
-3132 1 1.52941e+18 333824
-3131 4 1.52941e+18 5376
-3130 4 1.52941e+18 4096
-3129 2 1.52941e+18 4096
-3128 1 1.52941e+18 29696
-3127 4 1.52941e+18 12800
-3126 -1 1.52941e+18 5888
-3125 2 1.52941e+18 8704
-3124 4 1.52941e+18 344064
-3123 -1 1.52941e+18 7424
-3122 1 1.52941e+18 17408
-3121 4 1.52941e+18 4608
-3120 4 1.52941e+18 3840
-3119 2 1.52941e+18 3584
-3118 2 1.52941e+18 3584
-3117 4 1.52941e+18 18944
-3116 2 1.52941e+18 3840
-3115 3 1.52941e+18 7936
-3114 3 1.52941e+18 4096
-3113 3 1.52941e+18 3328
-3112 3 1.52941e+18 3328
-3111 1 1.52941e+18 20992
-3110 4 1.52941e+18 13056
-3109 -1 1.52941e+18 6144
-3108 2 1.52941e+18 8192
-3107 1 1.52941e+18 851712
-3106 4 1.52941e+18 5632
-3105 4 1.52941e+18 4096
-3104 4 1.52941e+18 3328
-3103 4 1.52941e+18 3328
-3102 2 1.52941e+18 3328
-3101 2 1.52941e+18 3584
-3100 4 1.52941e+18 3072
-3099 2 1.52941e+18 3584
-3098 3 1.52941e+18 11008
-3097 3 1.52941e+18 4096
-3096 3 1.52941e+18 3584
-3095 1 1.52941e+18 20224
-3094 4 1.52941e+18 13056
-3093 -1 1.52941e+18 5888
-3092 2 1.52941e+18 6912
-3091 1 1.52941e+18 492032
-3090 4 1.52941e+18 5120
-3089 2 1.52941e+18 4096
-3088 3 1.52941e+18 11008
-3087 3 1.52941e+18 3840
-3086 1 1.52941e+18 20224
-3085 4 1.52941e+18 12800
-3084 -1 1.52941e+18 5632
-3083 2 1.52941e+18 6912
-3082 1 1.52941e+18 342528
-3081 4 1.52941e+18 6144
-3080 2 1.52941e+18 4352
-3079 3 1.52941e+18 11776
-3078 3 1.52941e+18 3584
-3077 1 1.52941e+18 22272
-3076 4 1.52941e+18 12800
-3075 -1 1.52941e+18 6144
-3074 2 1.52941e+18 6912
-3073 1 1.52941e+18 134400
-3072 4 1.52941e+18 4864
-3071 4 1.52941e+18 4352
-3070 2 1.52941e+18 4352
-3069 2 1.52941e+18 5632
-3068 4 1.52941e+18 14080
-3067 2 1.52941e+18 3840
-3066 3 1.52941e+18 9984
-3065 3 1.52941e+18 3840
-3064 3 1.52941e+18 3328
-3063 3 1.52941e+18 3328
-3062 1 1.52941e+18 20992
-3061 4 1.52941e+18 13056
-3060 -1 1.52941e+18 6400
-3059 2 1.52941e+18 6912
-3058 1 1.52941e+18 407552
-3057 4 1.52941e+18 5376
-3056 4 1.52941e+18 4096
-3055 4 1.52941e+18 3328
-3054 4 1.52941e+18 3584
-3053 2 1.52941e+18 3328
-3052 2 1.52941e+18 3328
-3051 4 1.52941e+18 3328
-3050 2 1.52941e+18 3328
-3049 3 1.52941e+18 10496
-3048 3 1.52941e+18 4352
-3047 3 1.52941e+18 3840
-3046 1 1.52941e+18 20736
-3045 4 1.52941e+18 13056
-3044 -1 1.52941e+18 6400
-3043 2 1.52941e+18 6656
-3042 1 1.52941e+18 238848
-3041 4 1.52941e+18 5120
-3040 2 1.52941e+18 4096
-3039 3 1.52941e+18 10752
-3038 3 1.52941e+18 4096
-3037 1 1.52941e+18 19456
-3036 4 1.52941e+18 12544
-3035 -1 1.52941e+18 6400
-3034 2 1.52941e+18 6656
-3033 1 1.52941e+18 164864
-3032 4 1.52941e+18 5120
-3031 4 1.52941e+18 4352
-3030 2 1.52941e+18 4096
-3029 1 1.52941e+18 26880
-3028 4 1.52941e+18 12544
-3027 -1 1.52941e+18 7680
-3026 2 1.52941e+18 6912
